Date,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
2022-03-09,3513391,7511436,15714670,72.49%,61.33%,50.29%,116564,47.20%,20.30%,7.70%,55000,23608,8963,233031,36.50%,22.30%,16.80%,78609,39.20%,19.30%,12.10%,2496055,32.80%,6866277,44.60%,5110223,896111,1505102,8534451,4215354,2964865,0
2022-03-10,3706151,7524993,15699026,74.80%,59.43%,50.65%,134570,48.70%,19.30%,8.30%,65489,25908,11117,283802,40.70%,21.20%,18.50%,94641,41.30%,18.30%,12.90%,2488172,32.60%,6869848,44.60%,5133047,896301,1495645,8548018,4197552,2953456,0
2022-03-11,4161193,7600507,15749120,68.31%,57.57%,48.38%,167364,42.90%,18.80%,7.90%,71793,31523,13190,395584,32.90%,20.60%,18.50%,129479,36.00%,18.30%,12.40%,2454425,32.20%,6877953,44.50%,5161340,906864,1532303,8576887,4212748,2959485,0
2022-03-12,3907627,7620312,15737772,68.73%,60.85%,47.45%,143163,43.80%,20.00%,7.20%,62754,28703,10331,314513,33.50%,22.60%,16.00%,111415,36.60%,20.10%,11.50%,2432572,32.10%,6902523,44.50%,5151174,912487,1556651,8593826,4193637,2950309,0
2022-03-13,3706019,7637470,15195423,71.60%,60.55%,47.07%,131927,45.90%,19.70%,7.10%,60519,25950,9387,273718,35.90%,22.10%,14.80%,99679,38.20%,19.70%,10.80%,2416207,32.00%,7434977,46.30%,5131878,921425,1584167,8626016,4101160,2468247,0
2022-03-14,3832181,7759752,14972651,72.45%,57.49%,45.75%,144208,47.50%,18.50%,7.00%,68480,26661,10034,309181,38.80%,19.70%,13.70%,105988,39.90%,17.70%,10.20%,2379040,31.60%,7639855,47.00%,5152327,952418,1655007,8608185,4059095,2305371,0
2022-03-15,3863757,7848389,14846941,72.10%,56.68%,45.83%,136545,46.20%,18.60%,7.00%,63073,25457,9582,279668,36.60%,19.40%,14.10%,103853,38.60%,17.30%,10.40%,2345440,31.20%,7696220,47.30%,5166958,974341,1707090,8566222,4034188,2246531,0
2022-03-16,3825382,7909999,14750750,73.15%,55.99%,47.27%,131175,47.50%,18.10%,7.70%,62254,23805,10142,257744,38.50%,18.90%,15.50%,98182,40.20%,17.20%,11.40%,2327951,31.00%,7732900,47.60%,5183485,988952,1737562,8526519,4013987,2210244,0
2022-03-17,3964219,7979903,14680232,73.61%,45.13%,49.08%,144694,48.70%,9.80%,8.10%,70492,14159,11704,290984,40.10%,12.40%,17.70%,110784,40.80%,11.10%,13.00%,2298501,30.50%,7768670,47.70%,5226492,999076,1754335,8503450,4007707,2169075,0
2022-03-18,4188615,7969789,14693530,69.68%,51.40%,47.82%,169944,45.10%,12.90%,7.60%,76596,21910,12995,338719,35.70%,16.50%,16.90%,132253,37.50%,14.40%,12.70%,2344353,30.80%,7757119,47.70%,5256154,1001656,1711979,8493513,4033768,2166249,0
2022-03-19,4011549,7980484,14692589,69.15%,55.61%,48.19%,155345,45.10%,14.80%,7.40%,70060,22967,11509,297789,35.50%,20.20%,16.90%,116927,37.60%,17.40%,12.50%,2362600,31.00%,7628760,47.40%,5257712,1013838,1708934,8459810,4042170,2190609,0
2022-03-20,3808243,8004202,14637317,69.79%,55.96%,48.34%,143489,46.10%,14.80%,7.20%,66094,21222,10366,263587,34.60%,19.60%,16.40%,103321,36.60%,17.00%,12.10%,2369245,31.00%,7764941,47.90%,5268225,1025400,1710577,8449790,4028145,2159382,0
2022-03-21,3701981,7979109,14570681,69.57%,55.46%,48.59%,138880,46.70%,14.50%,7.10%,64823,20148,9916,240977,34.30%,18.70%,16.10%,93300,37.30%,16.70%,11.80%,2441488,31.50%,7859506,48.30%,5318264,1020072,1640773,8408708,4020861,2141112,0
2022-03-22,3575041,7922182,14487569,56.42%,55.11%,49.75%,128392,26.40%,14.70%,7.40%,33897,18857,9533,224948,23.70%,18.40%,16.80%,87245,25.90%,16.30%,12.40%,2523771,32.20%,7933719,48.80%,5324618,1011919,1585645,8335195,4015909,2136465,0
2022-03-23,2856000,7874279,14514885,77.46%,61.11%,55.80%,160937,57.00%,26.20%,13.70%,91770,42139,22090,195484,45.80%,23.70%,20.80%,85367,45.80%,20.80%,15.40%,2614179,33.00%,7931297,48.80%,5295820,1041681,1536778,8306330,4059780,2148775,0
2022-03-24,3609159,7939148,14634234,76.23%,57.16%,52.70%,193625,52.10%,21.10%,10.90%,100861,40843,21188,314386,47.60%,23.40%,21.10%,128038,46.50%,20.20%,14.90%,2666101,33.40%,7895559,48.70%,5313802,1090612,1534734,8310503,4139918,2183813,0
2022-03-25,4525371,8462583,15213423,63.92%,50.33%,45.36%,238453,42.30%,17.60%,9.00%,100978,42005,21342,829968,19.60%,10.30%,13.30%,535999,13.30%,6.00%,9.80%,2665387,33.40%,7535460,46.50%,5304402,1159121,1999060,8658803,4264064,2290556,0
2022-03-26,4130805,8616783,15439841,67.62%,57.48%,47.77%,200041,43.70%,19.20%,8.30%,87331,38387,16585,459539,27.40%,16.80%,14.50%,252734,21.80%,11.20%,9.70%,2723047,34.10%,7450132,46.00%,5257437,1203817,2155529,8760979,4333620,2345242,0
2022-03-27,3910658,8674536,15525623,68.27%,59.77%,48.50%,172540,43.40%,18.60%,8.20%,74924,32150,14228,364161,28.10%,18.80%,14.70%,191202,23.00%,13.10%,9.70%,2811045,35.10%,7444725,45.80%,5193157,1232868,2248511,8811209,4352447,2361967,0
2022-03-28,3687086,8601309,15550843,70.72%,62.56%,49.82%,150157,45.90%,19.10%,8.20%,68970,28622,12286,278437,32.90%,21.50%,16.00%,132655,28.80%,15.60%,10.50%,2916044,36.50%,7439616,45.80%,5063065,1244145,2294099,8815175,4364879,2370789,0
2022-03-29,3642704,8346798,15585231,70.91%,61.91%,49.87%,145354,45.40%,18.50%,8.20%,65996,26827,11865,263763,34.00%,21.80%,16.60%,119457,30.40%,16.10%,10.90%,3175640,40.10%,7370176,45.60%,4746542,1261107,2339149,8804226,4385983,2395022,0
2022-03-30,3653659,8502205,15653918,72.20%,61.66%,50.96%,144616,46.50%,18.20%,8.50%,67269,26274,12232,274876,37.60%,23.40%,18.50%,118815,33.10%,17.10%,11.70%,3033195,38.50%,7285792,45.30%,4841084,1244786,2416335,8812223,4413145,2428550,0
2022-03-31,3811228,8576462,15722965,73.64%,60.98%,51.06%,156299,47.70%,18.70%,8.60%,74520,29247,13390,281753,43.40%,25.00%,20.20%,111636,42.10%,20.60%,13.70%,2952331,37.20%,7225563,45.00%,4986817,1207460,2382185,8818204,4447403,2457358,1
2022-04-01,4126458,8165727,15851180,71.99%,60.62%,48.00%,182401,45.50%,19.40%,8.00%,82974,35330,14636,351167,43.50%,26.70%,19.30%,138877,43.60%,22.60%,13.70%,3344708,39.50%,7157329,44.70%,5117875,1151408,1896444,8837824,4510230,2503126,0
2022-04-02,4256026,8130873,15970255,72.52%,61.99%,48.25%,180719,45.40%,19.90%,8.20%,81984,35946,14789,392574,43.40%,28.90%,20.10%,159629,44.40%,25.10%,15.00%,3423689,39.70%,7109897,44.50%,5193094,1132086,1805693,8861012,4556569,2552674,0
2022-04-03,4319235,8165588,16027391,72.72%,61.84%,48.46%,172779,46.40%,19.60%,8.30%,80228,33887,14417,369046,43.10%,28.30%,20.30%,152070,44.60%,24.70%,15.20%,3434108,39.60%,7112016,44.50%,5240428,1132325,1792835,8878880,4572547,2575964,0
2022-04-04,4225491,8239645,16077058,73.69%,60.17%,48.18%,160209,46.90%,18.30%,8.20%,75205,29250,13097,311614,42.50%,24.90%,18.90%,130026,44.50%,22.00%,14.00%,3340860,38.80%,7083302,44.40%,5260449,1142377,1836819,8877686,4595216,2604156,0
2022-04-05,4204561,8306698,16143687,74.15%,58.75%,46.07%,158948,46.80%,17.70%,7.40%,74394,28177,11774,292621,42.00%,22.80%,16.10%,123468,44.20%,20.20%,11.90%,3109903,37.30%,7016620,44.20%,5236895,1155971,1913832,8864697,4631175,2647815,0
2022-04-06,4247430,8387032,16241499,74.62%,58.00%,45.94%,165881,47.70%,17.80%,7.30%,79053,29513,12164,287472,42.20%,21.70%,15.40%,120636,44.20%,19.70%,11.50%,3191803,37.50%,6947119,44.00%,5310402,1177236,1899394,8859083,4683841,2698575,0
2022-04-07,4417285,8511473,16372839,74.92%,56.95%,44.75%,186624,47.80%,17.40%,7.30%,89139,32547,13573,318713,43.30%,20.90%,15.10%,131670,45.10%,19.20%,11.40%,3199334,37.30%,6888798,43.70%,5377128,1207561,1926784,8869772,4755843,2747224,0
2022-04-08,4658362,8635208,16540719,72.05%,57.04%,42.63%,205173,44.40%,18.00%,6.70%,91165,36949,13705,369483,38.70%,21.00%,13.70%,150803,41.20%,19.30%,10.30%,2733515,33.50%,6824101,43.40%,5432212,1230333,1972663,8890569,4844452,2805698,0
2022-04-09,4862014,8986075,16702013,66.26%,58.79%,39.08%,192798,41.90%,19.40%,6.20%,80797,37390,12046,619965,20.60%,25.90%,8.50%,178661,30.40%,20.90%,8.10%,2563004,31.50%,6757794,43.00%,5567869,1242412,2175794,8941232,4902680,2858101,0
2022-04-10,4363209,9050724,16703575,69.64%,61.49%,40.70%,162491,42.90%,19.10%,6.10%,69757,31019,9979,348756,28.60%,24.10%,9.80%,128470,34.00%,21.30%,8.20%,2531000,31.00%,6795006,43.10%,5634588,1232124,2184012,8954114,4897807,2851654,0
2022-04-11,4133458,9062273,16706538,71.80%,62.56%,41.58%,145778,45.00%,18.80%,6.30%,65602,27459,9148,280661,32.90%,23.00%,10.70%,107591,37.60%,21.30%,8.60%,2561369,31.10%,6786496,43.10%,5678276,1217693,2166304,8951276,4900422,2854840,0
2022-04-12,4072061,9061197,16728644,72.34%,62.37%,41.49%,142172,45.30%,18.60%,6.30%,64349,26457,8901,266910,34.00%,22.40%,10.70%,103306,38.10%,20.80%,8.60%,2598283,31.30%,6528667,43.00%,5708415,1200917,2151865,8666756,4910667,3151221,0
2022-04-13,4085935,9054215,16738732,73.23%,61.97%,43.04%,144411,46.60%,18.60%,6.70%,67313,26799,9688,271272,35.10%,21.70%,11.70%,104729,38.70%,20.30%,9.10%,2652796,31.60%,6404301,42.80%,5734236,1179447,2140532,8568350,4910870,3259512,0
2022-04-14,4280231,9068719,16783965,74.10%,60.86%,43.40%,166862,48.00%,18.90%,7.00%,80124,31609,11612,318617,39.40%,21.50%,12.60%,121576,41.50%,19.70%,9.80%,2730044,32.10%,6334110,42.70%,5781429,1159685,2127605,8512831,4941187,3329947,0
2022-04-15,4952660,9295416,17038462,71.10%,57.86%,38.34%,284780,48.90%,19.50%,4.60%,139388,55631,12979,501812,42.50%,21.80%,9.60%,203568,43.30%,19.70%,7.10%,2808124,32.50%,6258086,42.40%,5827084,1239292,2229040,8492664,5094792,3451006,0
2022-04-16,5008190,9308158,17245607,71.27%,58.89%,37.39%,270467,48.10%,19.90%,4.30%,130067,53843,11741,446828,40.50%,22.90%,9.80%,191716,41.40%,20.40%,7.00%,3029911,33.70%,6212437,42.30%,5956164,1316961,2035033,8467795,5220565,3557247,0
2022-04-17,4887267,9409530,17308743,71.95%,59.73%,37.47%,221624,46.80%,19.80%,4.80%,103743,43957,10656,379653,39.10%,23.20%,10.10%,155628,40.30%,20.70%,7.40%,3060239,33.80%,6258964,42.60%,5990485,1376094,2042951,8434566,5272245,3601932,0
2022-04-18,4729871,9497209,17328634,73.15%,60.22%,38.30%,185897,47.40%,19.00%,5.20%,88085,35274,9735,314690,39.20%,22.80%,10.70%,128775,41.30%,20.70%,7.80%,3049686,33.70%,6298404,42.90%,6012587,1416213,2068409,8394185,5302797,3631652,0
2022-04-19,4660765,9573563,17346268,73.90%,60.26%,38.94%,176680,47.10%,18.70%,5.40%,83295,33082,9628,293863,39.30%,22.20%,11.10%,120944,41.60%,20.60%,8.40%,3031575,33.50%,6302277,43.10%,6029622,1450721,2093220,8335040,5335988,3675240,0
2022-04-20,4689110,9653723,17349991,74.33%,59.87%,39.99%,180165,47.20%,18.40%,6.00%,85080,33127,10852,295136,39.70%,21.90%,11.90%,121721,42.00%,20.30%,9.00%,3003972,33.20%,6328928,43.40%,6050243,1486475,2117005,8241753,5377273,3730965,0
2022-04-21,4833556,9732183,17268630,74.21%,58.98%,40.43%,199320,47.40%,18.20%,6.40%,94564,36310,12711,325386,40.50%,21.40%,12.50%,133128,42.60%,20.10%,9.60%,2981015,32.90%,6475495,44.70%,6087704,1518933,2125546,8012074,5448201,3808355,0
2022-04-22,4986815,9682237,17481700,72.71%,59.27%,41.75%,215126,45.80%,18.70%,7.10%,98609,40245,15244,360575,38.50%,22.20%,13.60%,150950,41.40%,21.20%,10.50%,3059289,32.90%,6400239,44.10%,6236127,1449279,1996831,8114646,5502390,3864664,0
2022-04-23,4898954,9587363,17613580,72.25%,59.22%,42.95%,196950,44.70%,17.60%,6.80%,87982,34679,13451,332435,37.20%,22.00%,13.70%,136794,40.70%,20.50%,10.60%,3024219,32.50%,6392571,43.70%,6283939,1375762,1927662,8241663,5505715,3866202,0
2022-04-24,4750898,9507260,17500680,72.66%,57.70%,41.18%,178362,44.60%,16.90%,6.40%,79532,30141,11418,306209,36.40%,21.00%,12.30%,125112,40.10%,19.70%,9.50%,3096429,32.90%,6607832,43.40%,6313101,1332500,1861659,8605591,5445624,3449465,0
2022-04-25,4628312,9452597,17460348,73.21%,58.61%,41.66%,167255,45.20%,17.30%,6.60%,75548,28901,11077,279158,36.90%,20.80%,12.40%,112236,40.60%,19.20%,9.70%,3179981,33.50%,6704484,43.40%,6317228,1313858,1821511,8735357,5412838,3312153,0
2022-04-26,4595253,9434637,17465907,73.13%,57.87%,36.15%,167670,45.80%,16.80%,4.20%,76712,28085,7052,290832,36.80%,20.70%,9.40%,114205,40.60%,19.00%,7.40%,3245976,33.90%,6718910,43.30%,6327587,1304848,1802202,8806713,5407968,3251226,0
2022-04-27,4595869,9414692,17527194,73.81%,57.21%,41.33%,168990,46.00%,16.60%,5.60%,77794,28117,9411,295858,37.70%,21.80%,12.20%,116726,41.20%,19.30%,9.30%,3316591,34.40%,6696236,43.10%,6337132,1293673,1783887,8854607,5426801,3245786,0
2022-04-28,4762204,9425359,17633921,71.52%,54.28%,41.99%,193000,45.40%,16.00%,5.90%,87714,30925,11361,338643,38.60%,19.50%,13.80%,131370,41.10%,17.80%,10.40%,3369668,34.60%,6681420,42.90%,6362515,1287353,1775491,8903811,5474447,3255663,0
2022-04-29,4786740,9428077,17767666,69.71%,54.58%,41.84%,202240,44.10%,15.60%,5.70%,89143,31475,11592,372060,35.80%,18.20%,13.10%,143071,39.30%,16.80%,9.90%,3314672,34.20%,6684261,42.70%,6367565,1274467,1786045,8969657,5532071,3265938,0
2022-04-30,4570212,9401561,17866396,72.38%,55.13%,42.29%,184387,45.90%,15.50%,5.80%,84547,28667,10636,336479,38.60%,18.30%,12.80%,132142,41.20%,16.90%,10.00%,3252199,33.90%,6694350,42.60%,6335164,1261904,1804493,9028615,5560159,3277622,1
2022-05-01,4642249,9435426,17932035,70.78%,53.63%,41.42%,186343,45.30%,15.40%,5.80%,84348,28623,10848,354269,39.00%,17.80%,12.60%,136711,40.40%,16.30%,9.70%,3193053,33.60%,6747029,42.60%,6314207,1269885,1851334,9104151,5564101,3263783,0
2022-05-02,4752222,9606554,18043020,69.19%,50.06%,40.66%,213475,44.20%,14.00%,5.50%,94318,29975,11747,424798,39.40%,16.00%,12.70%,164829,41.40%,15.00%,9.90%,3128941,33.10%,6774915,42.40%,6323656,1316105,1966793,9195340,5596857,3250823,0
2022-05-03,5220497,10227740,18355901,60.34%,43.76%,37.12%,250312,37.50%,11.90%,5.00%,93767,29713,12514,830325,17.90%,7.30%,6.30%,321739,19.70%,7.10%,5.20%,3050378,32.30%,6675904,41.70%,6384259,1398747,2444734,9351487,5674390,3330024,0
2022-05-04,4546238,10381428,18499867,67.52%,48.57%,40.99%,202748,41.80%,13.00%,5.50%,84659,26356,11224,424778,26.50%,10.70%,8.90%,181694,27.60%,9.70%,6.90%,3048486,32.40%,6652374,41.40%,6366206,1432505,2582717,9424684,5716929,3358254,0
2022-05-05,4417832,10312345,18588915,68.91%,49.84%,43.22%,183758,43.40%,13.70%,5.90%,79821,25225,10894,340400,30.70%,12.60%,10.80%,143515,32.50%,11.40%,8.50%,3150551,33.40%,6661919,41.30%,6274808,1423263,2614274,9481768,5741739,3365408,0
2022-05-06,4367905,10255360,18660080,67.15%,52.34%,42.56%,182273,41.10%,14.80%,5.60%,74847,27028,10240,329170,29.30%,14.10%,10.70%,136160,31.70%,13.00%,8.50%,3189041,33.80%,6705492,41.30%,6239036,1403296,2613028,9536007,5758131,3365942,0
2022-05-07,4186378,10213675,18667418,66.42%,55.59%,42.86%,161719,41.40%,16.00%,5.80%,66908,25844,9386,302490,29.20%,16.10%,11.30%,118122,31.80%,14.90%,8.80%,3181427,33.80%,6782205,41.40%,6220134,1380628,2612913,9590634,5733226,3343558,0
2022-05-08,3922028,10076209,18594563,66.91%,56.49%,43.36%,144244,40.60%,16.50%,5.80%,58634,23752,8326,270112,28.40%,16.40%,11.20%,103300,31.00%,15.20%,8.60%,3252818,34.50%,6910730,41.80%,6182608,1338529,2555072,9629989,5672297,3292277,0
2022-05-09,3657861,9745740,18439454,69.61%,58.04%,45.20%,116483,43.60%,16.90%,6.30%,50831,19638,7312,207175,32.70%,18.50%,13.20%,72740,36.30%,17.10%,10.10%,3459617,36.00%,7056335,42.20%,6146937,1241537,2357266,9645678,5595982,3197794,0
2022-05-10,3570073,8886697,18342023,69.55%,58.23%,45.91%,112204,43.20%,17.20%,6.20%,48428,19250,6927,203252,32.90%,19.00%,13.90%,69010,37.10%,17.80%,10.70%,4179314,40.90%,7078535,42.40%,6048426,1103429,1734842,9625040,5545695,3171288,0
2022-05-11,3523875,8479089,18290225,71.69%,58.34%,46.55%,114076,44.90%,17.50%,6.60%,51227,19922,7498,224085,35.70%,19.60%,15.00%,72319,39.20%,17.90%,11.00%,4438375,42.80%,7087900,42.40%,5943053,1014757,1521279,9618638,5513993,3157594,0
2022-05-12,3743171,8243414,18278822,71.54%,56.96%,47.39%,131433,45.10%,17.60%,7.00%,59245,23168,9259,287792,37.60%,20.20%,17.20%,87184,40.60%,18.40%,12.50%,4465822,43.30%,7102783,42.50%,5846523,962432,1434459,9625861,5503254,3149707,0
2022-05-13,3940613,8051598,18290284,68.83%,56.72%,45.43%,143567,43.10%,17.30%,6.60%,61847,24880,9450,332208,33.30%,19.20%,15.60%,98940,37.70%,17.60%,11.20%,4510567,44.00%,7103523,42.40%,5744793,923726,1383079,9635209,5502410,3152665,0
2022-05-14,3822192,7873456,18252290,69.23%,58.55%,45.03%,131074,42.70%,17.80%,6.60%,55906,23267,8701,300723,33.60%,20.40%,15.40%,91067,37.60%,18.20%,11.20%,4568260,44.70%,7132989,42.50%,5645415,893081,1334960,9650976,5466622,3134692,0
2022-05-15,3726160,7756039,18112884,69.38%,60.20%,45.20%,128963,43.20%,18.20%,6.50%,55729,23413,8388,283140,33.20%,22.50%,15.50%,86575,37.10%,19.20%,11.10%,4520780,44.90%,7264536,42.60%,5555429,877800,1322810,9773926,5310805,3028153,0
2022-05-16,3625732,7723117,17952243,70.59%,62.43%,45.20%,120528,44.90%,18.80%,6.60%,54154,22682,7956,259433,34.80%,24.10%,15.60%,78883,38.80%,20.30%,11.40%,4292406,44.00%,7385743,42.80%,5453334,881845,1387938,9859864,5160866,2931513,0
2022-05-17,3614905,7719044,17823560,70.79%,60.58%,45.53%,121828,45.10%,18.70%,6.70%,54907,22835,8119,263093,35.30%,22.60%,16.30%,80300,38.90%,19.60%,11.80%,3558004,40.00%,7429922,42.90%,5328693,891469,1498882,9878821,5061070,2883669,0
2022-05-18,3640083,7751765,17738737,71.64%,60.21%,45.70%,126565,45.70%,18.80%,6.90%,57789,23849,8742,273526,37.10%,23.20%,16.80%,84832,40.20%,20.30%,12.00%,3206001,37.80%,7451423,43.00%,5273088,903958,1574719,9877211,5001738,2859788,0
2022-05-19,3788401,7778284,17679998,71.38%,49.85%,46.01%,136237,45.60%,11.30%,6.90%,62110,15432,9461,305559,37.50%,16.70%,17.20%,93351,39.70%,14.40%,12.10%,2980199,36.20%,7471669,43.10%,5263215,908762,1606307,9874599,4961295,2844104,0
2022-05-20,3934009,7781701,17641860,70.36%,55.35%,44.82%,152739,44.10%,14.00%,6.60%,67430,21332,10092,335843,34.80%,19.70%,15.30%,105627,37.50%,16.80%,11.00%,2813107,34.90%,7477955,43.10%,5238491,917934,1625276,9872036,4933869,2835955,0
2022-05-21,4533843,8360056,17679047,64.29%,50.27%,39.84%,169110,38.90%,12.60%,5.60%,65758,21294,9496,850440,18.00%,9.20%,7.10%,184917,23.20%,10.20%,6.70%,2614974,33.20%,7350552,42.60%,5258482,955970,2145604,9918078,4903659,2857310,0
2022-05-22,4358852,8646463,17646117,66.03%,53.42%,42.57%,160849,41.00%,14.00%,6.30%,65903,22444,10137,531483,23.80%,14.60%,11.30%,154689,26.50%,12.60%,8.20%,2485564,32.00%,7500446,42.90%,5270475,987856,2388132,9981254,4849382,2815481,0
2022-05-23,3998781,8772783,17567247,70.08%,55.93%,44.56%,142148,44.40%,14.40%,6.40%,63052,20426,9087,352956,29.40%,16.70%,12.60%,113833,32.10%,14.80%,9.30%,2451727,31.70%,7618634,43.30%,5271390,1009476,2491917,9994946,4794580,2777721,0
2022-05-24,3963995,8880050,17507371,57.56%,55.74%,44.80%,142603,26.20%,14.30%,6.50%,37366,20439,9211,328943,22.30%,17.80%,13.60%,110799,23.70%,15.60%,9.80%,2435557,31.60%,7594511,43.40%,5283487,1030251,2566312,9906169,4758821,2842381,0
2022-05-25,3198768,8911034,17469861,77.11%,62.14%,50.03%,163877,53.20%,23.90%,11.20%,87235,39177,18325,237549,46.20%,25.90%,19.50%,92235,45.60%,22.70%,14.40%,2466909,31.80%,7609516,43.60%,5284856,1067563,2558615,9850832,4755443,2863586,0
2022-05-26,3921701,9066221,17516004,74.64%,58.99%,48.19%,205116,48.50%,20.80%,9.80%,99537,42745,20196,355714,45.70%,26.00%,20.30%,134108,44.80%,22.50%,14.90%,2461091,31.60%,7634180,43.70%,5317193,1136442,2612586,9831727,4792889,2891388,0
2022-05-27,4146860,9149489,17547395,71.92%,57.38%,45.92%,197936,45.40%,18.80%,8.10%,89919,37125,16125,354272,40.70%,22.80%,17.30%,136566,41.20%,20.00%,12.90%,2475974,31.80%,7703479,44.00%,5305727,1181639,2662123,9823715,4821835,2901845,0
2022-05-28,4116883,8686568,17477962,71.82%,58.70%,45.54%,180696,45.70%,18.50%,7.60%,82650,33517,13733,315131,40.10%,23.20%,16.70%,124085,40.80%,20.10%,12.50%,3015212,36.10%,7852490,44.50%,5344844,1193225,2148499,9781431,4809531,2887000,0
2022-05-29,4097356,8450416,17417772,71.60%,58.33%,45.61%,175833,45.20%,18.20%,7.60%,79484,32043,13324,303414,39.40%,23.00%,16.80%,120491,40.50%,20.30%,12.60%,3328473,38.50%,7989472,45.00%,5317990,1208209,1924217,9778194,4783124,2856454,0
2022-05-30,4026310,8323587,17370936,72.78%,58.21%,47.00%,161602,46.90%,18.40%,7.80%,75836,29799,12566,282191,41.50%,23.30%,18.40%,112075,42.80%,20.40%,13.70%,3524868,40.20%,8085361,45.30%,5247915,1227663,1848009,9781035,4760339,2829562,0
2022-05-31,4038783,8021045,17298655,72.83%,57.94%,46.52%,161158,47.10%,18.20%,7.70%,75963,29398,12396,278193,41.90%,23.00%,17.70%,110191,42.60%,20.20%,13.20%,3890101,43.80%,8172471,45.60%,4989949,1246218,1784878,9759564,4735154,2803937,1
2022-06-01,4098992,8185208,17182013,71.64%,57.71%,45.80%,164695,46.30%,18.40%,7.70%,76182,30316,12650,306205,43.30%,25.30%,18.70%,115543,42.40%,21.10%,13.70%,3796541,42.60%,8300144,46.00%,5114493,1247036,1823679,9742876,4686374,2752763,0
2022-06-02,4099895,8250532,16870315,72.58%,57.80%,47.47%,169283,47.00%,18.20%,8.00%,79580,30767,13612,300357,43.70%,24.00%,19.00%,119875,43.30%,21.00%,14.30%,3778601,41.70%,8632823,47.00%,5287620,1211203,1751709,9723078,4605345,2541892,0
2022-06-03,4251949,8300393,16771174,70.68%,57.30%,45.71%,184096,45.50%,18.30%,7.60%,83744,33640,13924,329276,40.10%,23.00%,17.50%,134190,40.80%,20.50%,13.40%,3758473,41.10%,8789974,47.50%,5391016,1197363,1712014,9709893,4586693,2474588,0
2022-06-04,4178126,8324827,16703221,70.74%,59.89%,45.98%,173432,45.60%,18.70%,7.40%,79121,32435,12803,302650,39.80%,24.30%,17.20%,126325,40.90%,21.40%,13.20%,3261223,37.50%,8901675,47.90%,5425345,1190099,1709383,9687240,4576367,2439614,0
2022-06-05,4110518,8339143,16617815,70.73%,59.29%,47.26%,168008,45.10%,18.30%,7.70%,75843,30788,12892,286745,38.60%,23.80%,17.80%,120476,40.60%,21.40%,13.80%,3012378,35.60%,9013225,48.30%,5438038,1182274,1718831,9646855,4562102,2408858,0
2022-06-06,4031865,8346504,16546956,71.95%,58.68%,48.35%,156332,46.40%,18.50%,7.90%,72533,28967,12393,264017,39.90%,23.20%,18.00%,110037,41.70%,20.90%,14.00%,2871305,34.50%,9071679,48.60%,5452282,1177004,1717218,9595739,4556715,2394502,0
2022-06-07,4018416,8342245,16512140,72.31%,58.74%,48.84%,155684,46.80%,19.00%,8.10%,72874,29520,12555,261804,40.00%,23.10%,18.40%,108016,42.30%,21.20%,14.40%,2599047,32.40%,9052920,48.70%,5421998,1171530,1748717,9541643,4568155,2402342,0
