Date,Region,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
1/22/2022,Outside MEA,110615,258232,526010,65.30%,56.00%,45.20%,2609,39.50%,16.70%,8.70%,1030,435,227,12617,25.00%,15.00%,11.50%,4475,25.30%,12.40%,7.40%,102691,37.60%,199016,42.10%,170297,16653,71282,273705,60188,192117,0
1/23/2022,Middle East,2004218,4349017,9068853,71.80%,58.50%,43.30%,96558,50.80%,23.00%,9.10%,49019,22196,8825,142653,37.10%,20.80%,12.20%,54691,39.30%,18.20%,8.60%,1640424,37.30%,3482907,44.00%,2760595,718183,870239,4433663,2861063,1774127,0
1/23/2022,North Africa,1739638,3177056,6612599,71.60%,63.60%,45.00%,48367,42.20%,20.80%,6.40%,20431,10051,3112,128260,36.00%,24.80%,12.50%,42835,34.90%,20.00%,8.70%,1060423,31.60%,2421534,38.20%,2297390,290733,588933,3919978,1343777,1348844,0
1/23/2022,SSA,5487,11059,23909,59.10%,56.00%,34.10%,463,43.60%,28.30%,6.70%,202,131,31,414,32.90%,25.10%,12.10%,156,33.30%,19.90%,8.30%,4333,38.80%,8571,45.60%,6836,2264,1959,10234,9350,4325,0
1/23/2022,Outside MEA,111128,257038,529005,63.70%,55.10%,42.10%,2690,36.20%,16.80%,8.00%,973,452,216,13128,22.80%,14.30%,9.10%,4648,23.20%,11.20%,5.90%,106569,38.80%,197065,41.90%,167970,16537,72531,273240,61295,194470,0
1/24/2022,Middle East,2005236,4291230,9073391,71.90%,57.40%,42.10%,94998,50.60%,22.40%,8.80%,48098,21283,8395,140016,37.00%,19.90%,11.60%,53574,39.00%,17.30%,8.10%,1705598,38.70%,3475236,43.90%,2701311,725316,864603,4432387,2866485,1774519,0
1/24/2022,North Africa,1623738,3135903,6566111,74.90%,64.30%,46.60%,38913,45.90%,20.40%,6.60%,17850,7952,2551,100747,40.80%,25.00%,13.80%,33836,39.80%,20.10%,9.60%,1103074,32.90%,2443593,38.40%,2247710,296256,591937,3913234,1328266,1324611,0
1/24/2022,SSA,4385,10811,23863,67.90%,58.30%,38.50%,249,48.60%,27.30%,7.60%,121,68,19,256,39.80%,23.80%,10.50%,80,38.80%,22.50%,8.70%,4540,40.80%,8657,45.70%,6601,2291,1919,10291,9324,4248,0
1/24/2022,Outside MEA,106416,254033,528245,65.50%,55.50%,41.80%,2258,39.00%,15.10%,6.10%,880,342,138,11190,24.30%,14.60%,8.80%,3929,24.60%,11.90%,6.30%,110629,39.70%,197470,41.80%,168190,16395,69448,274451,61800,191994,0
1/25/2022,Middle East,2020063,4106184,9098578,73.10%,57.40%,41.90%,95000,51.00%,22.60%,8.60%,48472,21489,8172,145204,39.70%,21.00%,12.00%,55005,40.90%,18.20%,8.20%,1899323,43.00%,3425877,43.70%,2516613,733567,856004,4421450,2881847,1795281,0
1/25/2022,North Africa,1603853,3040473,6513334,75.30%,63.70%,46.60%,37692,45.80%,19.90%,6.70%,17260,7517,2507,98074,41.10%,24.70%,14.10%,32924,39.70%,19.50%,9.20%,1177629,35.50%,2460112,38.60%,2141622,301474,597377,3910048,1307723,1295563,0
1/25/2022,SSA,4265,10147,23690,70.80%,53.90%,40.50%,209,55.00%,20.60%,9.10%,115,43,19,250,40.00%,20.80%,17.20%,80,41.30%,15.00%,7.50%,5181,46.10%,8776,46.00%,6062,2244,1841,10318,9230,4142,0
1/25/2022,Outside MEA,109966,248708,530044,66.80%,55.70%,42.70%,2162,35.60%,16.20%,6.40%,769,351,139,11352,26.50%,15.00%,9.30%,3946,25.10%,11.20%,5.70%,118211,42.10%,197214,42.00%,162725,16091,69892,271895,62121,196028,0
1/26/2022,Middle East,2129716,4235075,9154392,72.00%,56.80%,43.00%,103903,51.50%,22.40%,9.10%,53477,23279,9485,178155,42.20%,23.10%,14.30%,65043,41.80%,18.90%,9.00%,1796211,40.90%,3375624,43.30%,2595497,737620,901958,4415666,2909212,1829514,0
1/26/2022,North Africa,1620899,3088978,6472401,75.00%,63.80%,48.40%,39744,44.90%,19.30%,7.10%,17857,7673,2806,105173,42.40%,26.00%,16.40%,33917,40.10%,19.60%,9.90%,1115737,34.20%,2445073,38.60%,2150559,308157,630262,3890765,1292296,1289340,0
1/26/2022,SSA,4449,10232,23746,70.10%,52.90%,40.40%,241,59.30%,22.40%,9.10%,143,54,22,307,38.10%,19.20%,12.40%,108,35.20%,17.60%,8.30%,5083,45.40%,8567,45.50%,6124,2233,1875,10259,9292,4195,0
1/26/2022,Outside MEA,112817,255478,532775,66.80%,55.00%,43.20%,2239,38.40%,16.70%,6.40%,859,373,143,11992,28.30%,16.20%,10.60%,4042,26.90%,13.00%,6.30%,112088,41.60%,194053,41.80%,157435,16737,81306,270195,62713,199867,0
1/27/2022,Middle East,2187757,4300165,9217942,72.20%,55.80%,44.10%,114534,51.50%,21.80%,9.40%,59038,25008,10719,177579,41.60%,21.20%,15.10%,67658,41.70%,17.50%,9.90%,1739851,39.40%,3337894,43.10%,2681044,724313,894808,4415610,2945033,1857299,0
1/27/2022,North Africa,1636433,3119403,6432834,77.50%,63.40%,50.80%,40355,47.40%,19.00%,7.90%,19138,7685,3188,106410,45.40%,25.60%,18.00%,35374,42.40%,19.60%,11.30%,1074862,32.90%,2429314,38.60%,2190483,304248,624672,3871532,1278983,1282319,0
1/27/2022,SSA,4539,10366,23829,72.70%,52.60%,42.00%,260,50.80%,21.50%,8.10%,132,56,21,294,44.60%,20.40%,16.70%,104,37.50%,14.40%,4.80%,4970,44.20%,8307,45.00%,6284,2157,1925,10169,9328,4332,0
1/27/2022,Outside MEA,115301,258592,536007,67.80%,53.90%,44.50%,2228,39.50%,16.10%,6.90%,880,359,154,12314,29.20%,15.80%,11.90%,4182,27.90%,12.40%,6.90%,109036,41.10%,190101,41.50%,156265,16593,85734,268461,63336,204210,0
1/28/2022,Middle East,2284431,4373834,9301118,68.80%,55.50%,41.00%,124883,47.30%,21.00%,7.90%,59024,26240,9837,200829,36.70%,20.20%,12.30%,75941,37.60%,17.10%,8.20%,1671136,38.00%,3292252,42.70%,2727946,729722,916166,4420505,2989524,1891089,0
1/28/2022,North Africa,1801108,3183256,6425732,73.60%,60.10%,47.90%,57151,46.40%,17.60%,6.90%,26513,10038,3919,145107,42.70%,22.70%,15.40%,50767,40.70%,17.60%,9.80%,1006014,31.10%,2442090,38.70%,2224317,312316,646623,3867845,1283814,1274073,0
1/28/2022,SSA,5167,10559,23973,71.40%,49.70%,40.00%,313,49.20%,18.20%,9.30%,154,57,29,422,45.50%,20.60%,15.20%,125,45.60%,17.60%,12.00%,4770,42.30%,8215,44.60%,6503,2132,1924,10216,9427,4330,0
1/28/2022,Outside MEA,121671,263154,539500,66.00%,53.10%,43.20%,2556,42.30%,17.20%,8.10%,1082,440,206,13973,29.50%,15.90%,11.50%,4722,27.90%,12.00%,7.50%,103744,39.60%,187272,40.90%,158518,16742,87894,270917,64356,204227,0
1/29/2022,Middle East,2180842,4409500,9333431,69.20%,57.80%,39.60%,106312,47.60%,21.40%,7.40%,50641,22717,7865,164248,36.20%,21.10%,11.10%,62533,37.60%,17.60%,7.40%,1632210,37.30%,3195256,41.90%,2749321,736188,923991,4424981,2999350,1909100,0
1/29/2022,North Africa,1792431,3210832,6409817,73.20%,61.40%,46.20%,53382,44.80%,18.40%,6.50%,23937,9796,3460,137566,42.40%,24.40%,14.60%,49241,40.20%,19.10%,9.40%,962571,30.00%,2439430,38.70%,2240981,315604,654247,3856651,1284115,1269051,0
1/29/2022,SSA,5674,10791,24272,69.30%,50.40%,38.80%,426,52.10%,18.80%,10.80%,222,80,46,511,43.80%,20.70%,16.40%,171,41.50%,17.00%,8.80%,4560,40.60%,7994,43.60%,6671,2161,1959,10325,9605,4342,0
1/29/2022,Outside MEA,121522,265829,542784,64.70%,53.70%,41.80%,2531,37.70%,16.20%,6.80%,953,410,173,13677,27.00%,14.50%,10.40%,4772,25.80%,11.10%,6.90%,99762,38.60%,183804,40.60%,158470,16664,90695,268583,65272,208929,0
1/30/2022,Middle East,2099863,4440641,9332827,70.90%,57.70%,40.40%,99936,48.50%,20.90%,7.80%,48501,20854,7818,146393,37.40%,20.30%,11.50%,54909,39.00%,16.80%,7.60%,1580777,36.30%,3267102,42.30%,2768240,739566,932835,4451603,2997206,1884018,0
1/30/2022,North Africa,1777536,3234946,6379412,72.50%,60.30%,44.30%,53003,43.60%,17.50%,5.90%,23105,9297,3125,136011,40.00%,23.50%,12.60%,49385,38.30%,18.40%,8.20%,927598,29.20%,2510188,39.40%,2249458,320240,665248,3853869,1279772,1245771,0
1/30/2022,SSA,5737,10861,24444,59.40%,54.70%,34.50%,457,41.10%,22.80%,7.40%,188,104,34,474,31.20%,26.40%,14.60%,164,33.50%,26.80%,11.60%,4347,39.30%,8237,43.90%,6712,2155,1994,10516,9714,4214,0
1/30/2022,Outside MEA,119619,267661,545836,64.90%,54.20%,41.70%,2535,36.30%,15.80%,7.40%,919,400,188,12830,25.50%,14.70%,9.70%,4400,24.70%,11.40%,6.20%,97019,37.70%,186100,41.10%,160019,16509,91133,267056,66219,212561,0
1/31/2022,Middle East,2100014,4470239,8957626,71.20%,57.30%,40.80%,97530,49.10%,20.80%,7.90%,47911,20324,7693,145599,37.20%,20.10%,11.90%,54424,39.20%,17.10%,8.10%,1511646,35.20%,3678744,45.10%,2779584,742098,948557,4470050,2970049,1517527,1
1/31/2022,North Africa,1728132,3276430,6021235,74.80%,58.80%,45.20%,47948,45.90%,17.10%,6.40%,21985,8179,3087,120052,42.40%,22.40%,13.40%,44445,41.10%,17.60%,8.60%,879230,28.00%,2883832,43.00%,2256673,329275,690482,3821205,1250102,949928,1
1/31/2022,SSA,4670,10975,24032,69.90%,58.10%,38.30%,253,55.70%,28.10%,8.70%,141,71,22,307,40.10%,24.80%,13.40%,98,35.70%,15.30%,7.10%,4108,38.00%,8886,45.40%,6703,2159,2113,10666,9525,3841,1
1/31/2022,Outside MEA,117307,269734,533865,64.60%,53.50%,42.00%,2457,34.10%,14.40%,7.60%,838,353,187,12318,26.10%,14.10%,10.40%,4112,26.80%,11.80%,7.40%,93504,36.80%,200657,43.30%,160529,16708,92497,263143,66889,203833,1
2/1/2022,Middle East,2129449,4508107,8899977,71.20%,57.60%,40.70%,99789,49.60%,21.20%,8.30%,49467,21202,8246,152261,38.10%,21.20%,12.10%,57914,38.70%,17.30%,7.80%,1331437,32.40%,3757851,45.70%,2774747,746887,986473,4467621,2970109,1462247,0
2/1/2022,North Africa,1760124,3331225,5939980,74.80%,57.90%,44.70%,48972,46.80%,17.00%,6.60%,22914,8333,3230,124790,42.70%,21.40%,13.80%,48999,41.30%,17.20%,8.80%,792337,26.10%,2975024,44.00%,2248136,340555,742534,3792854,1251580,895546,0
2/1/2022,SSA,4644,11053,23757,69.90%,52.30%,39.50%,275,42.50%,16.40%,5.10%,117,45,14,247,41.30%,20.20%,15.00%,99,42.40%,14.10%,9.10%,3517,34.70%,9281,46.30%,6630,2225,2198,10748,9400,3609,0
2/1/2022,Outside MEA,110713,266614,526754,64.50%,53.60%,41.60%,2313,36.10%,16.20%,5.90%,836,374,136,11505,25.00%,14.00%,9.20%,4284,25.10%,12.10%,5.80%,87250,35.10%,205558,43.80%,161458,16859,88297,263297,67212,196245,0
2/2/2022,Middle East,2145889,4526740,8883949,71.70%,57.20%,42.90%,102386,50.00%,21.40%,8.80%,51225,21938,8965,155116,39.10%,20.90%,13.60%,60227,39.80%,17.70%,9.10%,1402407,33.10%,3817966,46.10%,2832668,745370,948702,4467735,2980357,1435857,0
2/2/2022,North Africa,1770333,3376743,5934123,74.10%,58.10%,45.40%,49859,46.30%,17.10%,6.70%,23063,8539,3354,122267,42.80%,22.50%,13.90%,50731,41.60%,18.60%,9.40%,813981,26.40%,2988193,44.10%,2274997,350670,751076,3785873,1265749,882501,0
2/2/2022,SSA,4630,11064,23672,70.20%,52.10%,40.40%,235,49.80%,16.20%,6.00%,117,38,14,265,41.50%,20.40%,13.20%,104,48.10%,21.20%,17.30%,3566,34.90%,9433,46.70%,6666,2219,2179,10764,9353,3555,0
2/2/2022,Outside MEA,107305,264500,523725,65.40%,53.60%,42.70%,2223,36.40%,15.50%,6.40%,810,344,142,11130,25.40%,13.10%,9.50%,4227,25.20%,11.00%,6.80%,90833,35.60%,207724,44.10%,164645,16843,83012,263723,67757,192245,0
2/3/2022,Middle East,2233381,4559434,8902939,71.40%,56.40%,43.00%,112621,49.40%,20.80%,9.00%,55657,23393,10154,178803,40.30%,21.80%,14.60%,69180,40.90%,18.60%,9.60%,1427913,33.20%,3868059,46.30%,2872252,743457,943725,4480618,3004734,1417587,0
2/3/2022,North Africa,1760777,3414522,5935822,75.00%,57.90%,48.40%,48678,45.80%,16.80%,7.70%,22302,8193,3754,119041,42.70%,22.20%,15.40%,50043,41.80%,18.50%,10.30%,826896,26.50%,2993623,44.20%,2292507,358993,763022,3782821,1279553,873448,0
2/3/2022,SSA,4761,11119,23635,70.70%,52.30%,41.20%,270,53.00%,21.50%,8.50%,143,58,23,331,39.00%,18.10%,16.00%,112,39.30%,15.20%,8.00%,3612,34.80%,9469,46.80%,6754,2229,2136,10780,9362,3493,0
2/3/2022,Outside MEA,108101,263074,522297,65.40%,53.40%,43.80%,2344,36.30%,14.10%,6.70%,851,330,156,11310,25.90%,13.10%,10.40%,4117,25.20%,10.60%,7.20%,91780,35.50%,208904,44.30%,166812,16959,79303,262591,68529,191177,0
2/4/2022,Middle East,2303804,4564261,8929648,69.30%,56.90%,40.40%,116177,46.60%,20.70%,7.90%,54142,24037,9125,185807,35.80%,21.10%,12.10%,72887,37.80%,18.10%,8.20%,1472487,33.70%,3919683,46.60%,2901347,734751,928163,4492277,3028479,1408892,0
2/4/2022,North Africa,1800759,3404373,5946878,72.60%,58.80%,48.50%,49195,44.10%,17.40%,7.60%,21704,8571,3733,120290,39.90%,22.30%,15.80%,50536,39.90%,19.10%,10.70%,869532,27.30%,3003663,44.20%,2313724,351037,739612,3784353,1295002,867523,0
2/4/2022,SSA,5193,11165,23690,70.80%,51.70%,40.90%,325,51.10%,18.20%,8.90%,166,59,29,375,41.60%,15.20%,11.50%,137,36.50%,11.70%,5.80%,3750,35.50%,9604,47.00%,6809,2241,2115,10848,9364,3478,0
2/4/2022,Outside MEA,105824,257211,519542,65.30%,54.70%,43.90%,2020,35.20%,14.00%,6.80%,712,282,138,10606,26.40%,14.50%,11.00%,3955,26.00%,11.70%,7.40%,94918,36.10%,210233,44.40%,168236,16423,72552,262760,68820,187962,0
2/5/2022,Middle East,2211908,4558721,8930052,70.40%,61.60%,39.60%,102467,47.80%,22.50%,7.70%,48943,23042,7848,157126,36.10%,25.30%,11.40%,61363,38.30%,21.20%,7.60%,1504845,34.10%,3973920,46.90%,2904655,730906,923160,4497842,3030321,1401889,0
2/5/2022,North Africa,1732544,3380169,5960935,71.60%,65.30%,47.80%,45095,43.40%,20.40%,7.00%,19561,9219,3163,110114,39.60%,27.60%,15.30%,46599,39.60%,23.20%,10.50%,899393,28.00%,3007368,44.30%,2311439,342750,725980,3783307,1306100,871528,0
2/5/2022,SSA,5772,11210,23733,67.70%,53.10%,39.00%,409,50.40%,22.70%,8.10%,206,93,33,520,41.00%,25.00%,19.60%,183,38.80%,23.50%,15.80%,3878,35.90%,9873,47.40%,6913,2224,2073,10964,9365,3404,0
2/5/2022,Outside MEA,104313,252000,518470,64.70%,58.20%,42.80%,2001,33.80%,15.00%,7.30%,676,301,147,10621,26.00%,17.30%,10.50%,3822,25.40%,13.70%,6.70%,97718,36.80%,211225,44.00%,168111,15893,67996,268484,69081,180905,0
2/6/2022,Middle East,2160059,4563667,8911327,72.00%,60.80%,40.10%,97610,49.40%,22.10%,7.80%,48225,21531,7655,147512,37.90%,23.90%,11.30%,57404,40.20%,20.10%,7.80%,1528974,34.40%,4039520,47.30%,2911667,728580,923420,4496890,3024400,1390037,0
2/6/2022,North Africa,1663164,3350659,5946690,72.50%,64.80%,46.30%,43216,45.40%,19.50%,6.40%,19626,8417,2758,106218,39.30%,26.40%,13.60%,43907,39.70%,22.30%,9.00%,927076,28.70%,3035663,44.60%,2307870,332963,709826,3775799,1305171,865720,0
2/6/2022,SSA,5711,11143,23623,58.40%,56.80%,33.60%,402,40.10%,24.90%,7.00%,161,100,28,471,22.50%,20.00%,8.90%,164,23.80%,14.60%,2.40%,3978,36.60%,10254,48.10%,6883,2169,2091,11061,9299,3263,0
2/6/2022,Outside MEA,102982,248332,516979,63.60%,57.80%,41.40%,2196,35.60%,18.40%,7.10%,781,404,156,10915,23.80%,17.80%,10.00%,3859,24.50%,13.80%,6.90%,99025,37.00%,213370,43.90%,168636,15554,64142,272428,69295,175256,0
2/7/2022,Middle East,2212278,4598217,8936207,71.70%,60.00%,39.40%,105684,50.10%,22.20%,7.60%,52958,23473,7992,170134,41.20%,25.70%,11.30%,68903,44.20%,22.80%,7.50%,1549580,34.70%,4062886,47.50%,2920659,736734,940824,4493093,3039519,1403595,0
2/7/2022,North Africa,1628727,3328329,5927974,74.40%,63.70%,46.90%,40445,45.90%,18.40%,6.40%,18568,7432,2589,100648,41.70%,24.80%,14.20%,41433,42.40%,20.80%,9.20%,965400,29.50%,3063197,44.90%,2311030,325460,691839,3763056,1303355,861563,0
2/7/2022,SSA,4537,11141,23298,70.20%,60.50%,39.20%,217,52.50%,25.80%,5.50%,114,56,12,293,37.50%,25.60%,12.60%,104,36.50%,21.20%,9.60%,4020,36.60%,10675,49.30%,6955,2133,2053,10990,9074,3234,0
2/7/2022,Outside MEA,97197,241833,513249,65.20%,58.10%,42.00%,1793,36.70%,17.80%,6.60%,658,319,119,9503,26.30%,17.50%,9.80%,3320,28.10%,14.40%,6.10%,102269,37.90%,215870,43.80%,167465,14890,59478,276873,69236,167140,0
2/8/2022,Middle East,2221659,4624396,8969416,72.00%,60.30%,39.90%,108761,49.30%,21.20%,7.50%,53646,23093,8156,161211,38.90%,23.50%,11.10%,65984,41.70%,20.40%,7.60%,1572616,34.90%,4057722,47.50%,2935491,745706,943199,4486019,3061621,1421776,0
2/8/2022,North Africa,1630578,3299419,5915368,74.20%,60.40%,46.30%,41580,45.90%,16.20%,6.10%,19098,6756,2536,98904,40.90%,21.20%,13.70%,41188,42.40%,16.80%,9.30%,1011209,30.40%,3064820,45.00%,2320016,318068,661335,3743793,1305013,866562,0
2/8/2022,SSA,4599,11122,22915,69.20%,55.10%,39.50%,236,51.70%,20.80%,6.40%,122,49,15,269,34.20%,21.90%,18.60%,102,34.30%,17.60%,14.70%,4100,37.10%,11063,50.40%,6953,2094,2075,10869,8947,3099,0
2/8/2022,Outside MEA,94875,236976,510167,66.10%,58.10%,41.90%,1795,40.20%,18.40%,6.40%,722,331,114,9282,26.10%,16.20%,9.40%,3320,27.20%,12.90%,6.90%,104178,39.10%,217876,43.80%,162436,14372,60168,279944,69002,161221,0
2/9/2022,Middle East,2246287,4647308,9001811,72.10%,59.90%,42.00%,109410,49.70%,21.50%,8.10%,54422,23503,8871,159550,38.50%,23.00%,12.60%,64413,41.20%,19.70%,8.60%,1578552,34.90%,4076277,47.60%,2948188,752730,946390,4488169,3085441,1428201,0
2/9/2022,North Africa,1620177,3262398,5920671,74.90%,59.80%,46.70%,40660,46.10%,15.90%,6.50%,18738,6476,2648,96971,41.00%,21.00%,14.10%,39997,42.10%,16.80%,9.80%,1055373,31.30%,3044251,44.90%,2321370,308869,632159,3728517,1313352,878802,0
2/9/2022,SSA,4624,11137,22908,70.30%,54.30%,40.60%,260,48.80%,20.00%,9.20%,127,52,24,272,40.40%,20.60%,13.20%,111,43.20%,17.10%,12.60%,4108,37.10%,11072,50.50%,6956,2119,2062,10849,8992,3067,0
2/9/2022,Outside MEA,96411,234371,509450,66.80%,56.80%,42.70%,1838,39.10%,17.80%,7.50%,719,328,138,9594,26.20%,15.80%,9.70%,3457,28.10%,13.20%,6.50%,105029,39.70%,217982,43.60%,159471,13987,60913,281764,68905,158781,0
2/10/2022,Middle East,2321440,4670238,9045613,73.80%,58.40%,44.30%,116992,50.30%,21.00%,9.00%,58835,24583,10543,176376,41.30%,21.50%,14.90%,69149,42.50%,18.50%,10.00%,1586319,34.80%,4102868,47.70%,2973115,757101,940022,4495007,3115843,1434763,0
2/10/2022,North Africa,1663021,3234498,5919863,78.50%,59.30%,50.70%,43177,48.00%,15.70%,7.60%,20740,6765,3267,106907,45.80%,20.80%,17.10%,42333,45.00%,16.80%,11.20%,1092688,32.00%,3025729,44.90%,2321834,303368,609296,3712677,1319400,887786,0
2/10/2022,SSA,4828,11186,22999,72.30%,53.40%,42.00%,288,50.70%,19.40%,7.60%,146,56,22,341,38.40%,24.90%,18.50%,110,41.80%,13.60%,8.20%,4167,37.50%,10989,50.30%,6952,2137,2097,10851,9076,3072,0
2/10/2022,Outside MEA,98723,231215,507874,69.50%,56.50%,45.60%,1817,40.60%,19.40%,7.40%,738,352,135,9925,29.30%,16.90%,11.70%,3469,29.70%,13.30%,7.70%,105698,40.20%,218443,43.60%,157376,13460,60379,282706,68771,156397,0
2/11/2022,Middle East,2929248,5117959,9407855,62.40%,51.80%,34.90%,152826,42.70%,20.20%,7.00%,65184,30884,10642,580755,21.30%,14.10%,6.00%,352673,15.00%,8.60%,2.70%,1533345,33.60%,3912532,45.30%,3030916,793750,1293293,4733825,3176792,1497238,0
2/11/2022,North Africa,2117833,3483215,6121749,66.60%,52.30%,42.50%,69107,38.70%,14.40%,6.20%,26718,9962,4309,364068,23.00%,12.80%,8.10%,214274,15.00%,7.00%,3.60%,1060011,31.10%,2898269,43.10%,2344362,323280,815573,3829015,1351517,941217,0
2/11/2022,SSA,5861,11609,23335,68.60%,52.10%,39.80%,338,52.70%,21.30%,7.70%,178,72,26,738,30.90%,17.30%,10.40%,373,21.20%,10.70%,5.90%,4075,36.50%,10938,49.80%,7090,2150,2369,11017,9193,3125,0
2/11/2022,Outside MEA,117076,239981,508054,62.50%,52.40%,39.90%,2133,42.90%,19.90%,7.80%,915,424,167,22422,22.40%,14.30%,7.90%,11810,15.50%,8.20%,3.70%,100261,39.00%,214142,42.30%,156950,13573,69458,291947,68689,147418,0
2/12/2022,Middle East,2582518,5267944,9506535,69.00%,57.50%,36.60%,125816,45.50%,20.70%,6.70%,57199,26007,8450,272203,26.90%,16.80%,7.70%,142066,21.50%,10.80%,4.00%,1513914,33.20%,3920113,45.00%,3044807,817099,1406038,4796338,3199557,1510640,0
2/12/2022,North Africa,1935446,3578707,6207911,69.00%,58.60%,44.00%,57887,39.00%,16.20%,5.90%,22567,9382,3431,210270,25.40%,15.60%,9.80%,112290,18.70%,9.30%,5.00%,1041730,30.80%,2853964,42.50%,2338439,336072,904196,3867389,1371275,969247,0
2/12/2022,SSA,6253,11870,23719,68.60%,53.40%,39.40%,435,49.90%,18.80%,7.60%,217,82,33,687,36.80%,20.70%,12.50%,294,29.30%,16.30%,7.80%,4056,36.20%,10983,49.80%,7154,2176,2540,11086,9405,3228,0
2/12/2022,Outside MEA,116618,247573,509875,63.10%,53.60%,38.80%,2135,40.40%,18.80%,7.70%,862,402,165,18994,19.90%,12.80%,7.70%,8726,15.90%,7.70%,4.10%,96180,38.20%,213874,42.10%,155820,13707,78046,294032,68353,147490,0
2/13/2022,Middle East,2476706,5353780,9522043,72.40%,58.90%,39.90%,113810,47.60%,20.80%,8.00%,54131,23653,9130,198727,32.30%,18.30%,10.40%,93902,28.90%,13.20%,6.00%,1505530,33.00%,3979845,45.30%,3058137,833299,1462344,4807679,3203952,1510412,0
2/13/2022,North Africa,1788527,3616818,6208160,68.60%,62.20%,46.00%,45048,36.80%,18.40%,6.70%,16566,8270,3029,143271,27.10%,19.10%,12.60%,68112,22.10%,12.90%,6.90%,1013814,30.30%,2865746,42.60%,2336845,337904,942069,3868014,1368006,972140,0
2/13/2022,SSA,6192,11924,23908,60.10%,56.30%,33.50%,410,40.70%,23.90%,5.60%,167,98,23,548,27.70%,22.10%,8.90%,223,22.40%,17.50%,6.70%,4049,36.30%,11175,50.20%,7094,2184,2646,11073,9560,3275,0
2/13/2022,Outside MEA,110097,250357,508331,66.00%,57.40%,40.50%,2184,37.20%,20.90%,6.60%,813,456,144,13608,22.70%,15.30%,8.80%,5642,19.80%,10.70%,5.30%,93539,37.70%,216598,41.90%,154793,13695,81869,300887,67843,139601,0
2/14/2022,Middle East,2505858,5421595,9552242,71.90%,55.70%,40.60%,112314,47.40%,19.90%,8.20%,53243,22375,9165,189504,32.30%,17.10%,11.10%,85861,30.10%,13.00%,6.70%,1504902,32.70%,4005600,45.40%,3093315,839929,1488351,4810394,3223136,1518712,0
2/14/2022,North Africa,1630304,3628110,6179408,73.30%,64.10%,48.10%,36290,42.00%,18.50%,6.90%,15242,6705,2520,108536,31.80%,19.90%,13.30%,48628,26.70%,14.00%,7.90%,991759,29.80%,2891008,42.90%,2336570,333749,957791,3852463,1358795,968150,0
2/14/2022,SSA,5039,12035,23685,68.80%,59.70%,37.70%,249,42.60%,19.30%,7.20%,106,48,18,315,29.20%,23.50%,10.50%,131,25.20%,15.30%,6.90%,3974,35.70%,11509,51.10%,7167,2216,2652,10994,9437,3254,0
2/14/2022,Outside MEA,106169,251771,504084,65.60%,56.70%,40.90%,2523,37.90%,17.20%,7.10%,957,433,180,11656,23.10%,14.60%,9.00%,4812,20.60%,9.90%,5.10%,89910,37.20%,220040,42.40%,151923,14425,85423,298753,67624,137707,0
2/15/2022,Middle East,2496000,5486140,9586611,71.90%,51.70%,40.40%,112710,47.20%,18.40%,8.10%,53228,20691,9092,188776,31.10%,14.30%,10.50%,88782,28.10%,10.70%,6.30%,1507073,32.60%,4006101,45.50%,3117323,843878,1524939,4800301,3244652,1541658,0
2/15/2022,North Africa,1619368,3645245,6165232,73.60%,59.20%,48.20%,35807,40.60%,16.00%,6.70%,14543,5715,2395,113646,28.50%,15.50%,12.20%,55536,22.70%,10.50%,6.90%,969730,29.40%,2885644,43.00%,2329689,327976,987580,3829023,1353937,982272,0
2/15/2022,SSA,4977,12135,23375,70.70%,53.20%,39.40%,253,53.40%,22.10%,8.30%,135,56,21,287,30.30%,17.10%,12.50%,130,29.20%,10.80%,10.00%,3947,35.50%,11932,52.20%,7175,2233,2727,10933,9274,3168,0
2/15/2022,Outside MEA,99053,249901,496902,68.20%,53.60%,40.90%,2204,40.70%,17.40%,5.60%,896,384,123,10609,23.80%,13.00%,8.50%,4474,21.30%,8.90%,5.10%,87003,36.70%,223098,42.80%,149973,14834,85094,297987,67022,131893,0
2/16/2022,Middle East,2459664,5519404,9588715,73.60%,50.30%,42.10%,107414,48.40%,17.60%,8.40%,51970,18928,9038,166733,34.70%,14.80%,11.90%,73883,32.80%,11.80%,7.60%,1516336,32.60%,4051967,45.90%,3130972,841882,1546550,4769622,3264201,1554892,0
2/16/2022,North Africa,1602824,3643885,6148055,75.40%,59.00%,49.60%,34092,42.80%,16.60%,7.30%,14583,5645,2495,98196,32.80%,17.20%,14.10%,44658,28.60%,13.20%,8.90%,947917,29.10%,2888436,43.20%,2314481,321408,1007996,3797996,1354639,995420,0
2/16/2022,SSA,5041,12202,23230,73.10%,53.50%,40.30%,252,48.00%,20.60%,11.10%,121,52,28,314,38.50%,23.20%,11.50%,119,37.80%,19.30%,7.60%,3955,35.50%,12071,53.00%,7182,2225,2795,10722,9304,3204,0
